vispub_doi,vispub_title,aminer_id,aminer_title,score
10.1109/tvcg.2026.3721513,Spatio-Temporal Kernel Density Estimation for Streaming Time-Varying Data,53e9b32bb7602d9703dfb601,towards kernel density estimation over streaming data.,75
10.1109/mcg.2025.3649342,PLUTO: A Public Value Assessment Tool,53e9ba3fb7602d970464fa35,gpat: a genre purity assessment tool,68
10.1109/tvcg.2024.3413195,Enhancing Data Literacy On-Demand: LLMs as Guides for Novices in Chart Interpretation,6785e3d8ae8580e7ff91a485,idre: ai generated dataset for enhancing empathetic chatbot interactions in italian language.,64
10.1109/tvcg.2025.3537679,DashSpace: A Live Collaborative Platform for Immersive and Ubiquitous Analytics,621de31a5aee126c0faeb730,building a prototype for easy to use collaborative immersive analytics,72
10.1109/tvcg.2025.3546644,AttributionScanner: A Visual Analytics System for Model Validation With Metadata-Free Slice Finding,65bc9f65939a5f408227c919,attributionscanner: a visual analytics system for metadata-free data-slicing based model validation,88
10.1109/tvcg.2025.3541571,Bridging Network Science and Vision Science: Mapping Perceptual Mechanisms to Network Visualization Tasks,599c7d45601a182cd28119d5,netfork: mapping time to space in network visualization.,63
10.1109/tvcg.2025.3535896,VISTA: A Visual Analytics Framework to Enhance Foundation Model-Generated Data Labels,674e86a2ae8580e7ffd6106e,evalgpt: a visual analytic framework for enhancing trust in large language models.,68
10.1109/tvcg.2025.3600957,"A Survey on Annotations in Information Visualization: Empirical Studies, Applications and Challenges",67073d4101d2a3fbfc520469,"a survey on annotations in information visualization: empirical insights, applications, and challenges",93
10.1109/tvcg.2024.3402610,A Survey on Non-Photorealistic Rendering Approaches for Point cloud Visualization,599c7911601a182cd2612544,gourd pyrography art simulating based on non-photorealistic rendering,69
10.1109/tvcg.2025.3531138,"Immersive Data-Driven Storytelling: Scoping an Emerging Field Through the Lenses of Research, Journalism, and Games",657c1776939a5f4082a9a6d3,reachability games and friends: a journey through the lens of memory and complexity (invited talk).,63
10.1109/tvcg.2024.3406387,KMTLabeler: An Interactive Knowledge-Assisted Labeling Tool for Medical Text Classification,573697f66e3b12023e6d02dd,an interactive case-based flip learning tool for medical education,69
10.1109/tvcg.2025.3571708,Utilizing Provenance as an Attribute for Visual Data Analysis: A Design Probe With ProvenanceLens,53e9b38fb7602d9703e73c0e,design of bbs with visual representation for online data analysis,67
10.1109/tvcg.2025.3587685,A Study of Data Augmentation for Learning-Driven Scientific Visualization,5bbacb2c17c44aecc4eaaeac,visually-driven semantic augmentation for zero-shot learning.,77
10.1109/tvcg.2025.3537115,Volume-Based Space-Time Cube for Large-Scale Continuous Spatial Time Series,63f322ea90e50fcafdf3d6c9,neural continuous-discrete state space models for irregularly-sampled time series.,65
10.1109/tvcg.2024.3490259,From Dashboard Zoo to Census: A Case Study With Tableau Public,649e52bfd68f896efae47f71,toward a scalable census of dashboard designs in the wild: a case study   with tableau public,72
10.1109/tvcg.2024.3485701,GVVST: Image-Driven Style Extraction From Graph Visualizations for Visual Style Transfer,53e9ad68b7602d970374ec8b,extraction of visual material and spatial information from text description for scene visualization,68
10.1109/tvcg.2024.3410091,RmdnCache: Dual-Space Prefetching Neural Network for Large-Scale Volume Visualization,53909a9320f70186a0e21a8d,scalable data servers for large multivariate volume visualization,67
10.1109/tvcg.2024.3489676,CATOM: Causal Topology Map for Spatiotemporal Traffic Analysis With Granger Causality in Urban Areas,5390b19020f70186a0edf9e0,traffic causality graphs: profiling network applications through temporal and spatial causality of flows.,64
10.1109/tvcg.2025.3564255,DCINR: A Divide-and-Conquer Implicit Neural Representation for Compressing Time-Varying Volumetric Data in Hours,6586778c939a5f4082fc5fcf,kd-inr: time-varying volumetric data compression via knowledge distillation-based implicit neural representation.,75
10.1109/tvcg.2025.3532497,Dashboard Vision: Using Eye-Tracking to Understand and Predict Dashboard Viewing Behaviors,5ff883a991e011c832673ec1,using eye tracking data to understand visitors' behaviour.,70
10.1109/tvcg.2024.3392476,Active Gaze Labeling: Visualization for Trust Building,599c7b9c601a182cd274df71,active learning with visualization for text data.,69
10.1109/tvcg.2024.3487974,"Deciphering Explicit and Implicit Features for Reliable, Interpretable, and Actionable User Churn Prediction in Online Video Games",65af91d0939a5f4082829d5d,deciphering student coding behavior: interpretable keystroke features and ensemble strategies for grade prediction,64
10.1109/tvcg.2025.3615314,Distortion-Aware Brushing for Reliable Cluster Analysis in Multidimensional Projections,61e781675244ab9dcbf9a699,distortion-aware brushing for interactive cluster analysis in multidimensional projections.,88
10.1109/tvcg.2024.3484471,Two-Level Transfer Functions Using t-SNE for Data Segmentation in Direct Volume Rendering,57d063a2ac443673542899f8,state of the art in transfer functions for direct volume rendering,79
10.1109/tvcg.2025.3610803,"Cognitive Affordances in Visualization: Related Constructs, Design Factors, and Framework",67ecb112163c01c850f96aee,learning design framework for constructive strategic alignment with visualizations.,69
10.1109/tvcg.2025.3562929,TrustME: A Context-Aware Explainability Model to Promote User Trust in Guidance,66027df513fb2c6cf63c4dbf,learning robust rationales for model explainability: a guidance-based approach,63
10.1109/tvcg.2025.3532498,TraSculptor: Visual Analytics for Enhanced Decision-Making in Road Traffic Planning,5dcfcaf33a55acd76fa2553b,visual spatial analytics and trusted information for effective decision making,68
10.1109/tvcg.2024.3460181,A Review and Analysis of Evaluation Practices in VIS Domain Applications,61c9a86d5244ab9dcb0d41a5,a review of virtual reality applications in an educational domain,76
10.1109/tvcg.2024.3452985,An Analysis of the Interplay and Mutual Benefits of Grounded Theory and Visualization,55912fa60cf232eb904fb27d,terrafly geocloud: an online spatial data analysis and visualization system,68
10.1109/tvcg.2024.3394745,FMLens: Towards Better Scaffolding the Process of Fund Manager Selection in Fund Investments,5c51029be1cd8eb0c9589c9e,the natural selection of words: finding the features of fitness,61
10.1109/tvcg.2025.3546467,XROps: A Visual Workflow Management System for Dynamic Immersive Analytics,53908b6c20f70186a0dbf0bd,a framework for dynamic changes in workflow management systems,74
10.1109/tvcg.2024.3468948,Iguanodon: A Code-Breaking Game for Improving Visualization Construction Literacy,59ae0cda0cf284510fa8b3ff,cascade: a novel 4d visualization system for virtual construction planning,67
10.1109/tvcg.2025.3539779,MAICO: A Visualization Design Study on AI-Assisted Music Composition,6479e3aed68f896efa4e7f49,visualization for ai-assisted composing.,70
10.1109/tvcg.2025.3622114,Toward More Explainable Nonlinear Dimensionality Reduction: A Feature-Driven Interaction Approach,6134a0c35244ab9dcb66bca3,an efficient iterative approach to explainable feature learning.,69
10.1109/tvcg.2025.3546863,TraVIS: A User Trace Analyzer to Support User-Centered Design of Visual Analytics Solutions,599c77ab601a182cd256c2b2,predictive visual analytics of event evolution for user-created context,65
10.1109/tvcg.2025.3558074,Visagreement: Visualizing and Exploring Explanations (Dis)Agreement,67ecb117163c01c850f9812e,exploring concept drift visualization and explanation in image streams.,70
10.1109/tvcg.2024.3468352,A Simulation-Based Approach for Quantifying the Impact of Interactive Label Correction for Machine Learning,5c2c7a6717c44a4e7cf305dc,a machine learning approach to taking eeg-based brain-computer interfaces out of the lab.,71
10.1109/tvcg.2024.3460652,Large Language Models for Transforming Categorical Data to Interpretable Feature Vectors,665543e101d2a3fbfcb2c449,effective interpretable learning for large-scale categorical data,71
10.1109/tvcg.2025.3599458,"VIVA: Virtual Healthcare Interactions Using Visual Analytics, With Controllability Through Configuration",58437713ac44360f1082cfc1,exact controllability of structural acoustic interactions with variable coefficients,68
10.1109/tvcg.2025.3602735,UMATO: Bridging Local and Global Structures for Reliable Visual Analytics With Dimensionality Reduction,678db999ae8580e7ff15271c,unveiling high-dimensional backstage: a survey for reliable visual analytics with dimensionality reduction,71
10.1109/tvcg.2025.3547432,Augmented Dynamic Data Physicalization: Blending Shape-Changing Data Sculptures With Virtual Content for Interactive Visualization,654a0cbc939a5f40824f15e6,adding visual data and interactions for dynamic data physicalization with augmented reality,72
10.1109/tvcg.2025.3542898,Uncertainty-Aware Spectral Visualization,5ff411349e795ecc887df6d8,uncertainty-aware brain lesion visualization.,83
10.1109/tvcg.2025.3646847,Do You “Trust” This Visualization? An Inventory to Measure Trust in Visualizations,64d4658d3fda6d7f06890989,do you trust what you see? toward a multidimensional measure of trust in visualization,68
10.1109/tvcg.2026.3671259,Crossing the Chasm: Bridging Visual Augmentations and Designer Intent,539087ef20f70186a0d6d79a,writers and designers: crossing the chasm (panel).,65
10.1109/tvcg.2024.3427335,Visualization of Large Non-Trivially Partitioned Unstructured Data With Native Distribution on High-Performance Computing Systems,5e72317e93d709897cf93e25,modeling i/o performance variability in high-performance computing systems using mixture distributions,64
10.1109/tvcg.2025.3628181,"Untangling Rhetoric, Pathos, and Aesthetics in Data Visualization",5390a0b720f70186a0e4f2a2,qualities of perceived aesthetic in data visualization,72
10.1109/tvcg.2026.3684385,Preserving Discrete Morse–Smale Complexes in Error-Bounded Lossy Compression,66f619a301d2a3fbfcdc6022,multi-tier preservation of discrete morse smale complexes in error-bounded lossy compression.,89
10.1109/tvcg.2024.3376406,Interactive Hierarchical Timeline for Collaborative Text Negotiation in Historical Records,573698486e3b12023e710e00,collaborative prediction for multi-entity interaction with hierarchical representation,65
10.1109/tvcg.2025.3572408,What Draws Your Attention First? An Attention Prediction Model Based on Spatial Features in Virtual Reality,63b3f1f990e50fcafdea0e23,gat-daseq2seq: a water quality prediction model based on attention mechanism and fusion spatio-temporal features.,74
10.1109/tvcg.2025.3537898,Fast and Readable Layered Network Visualizations Using Large Neighborhood Search,53e9b295b7602d9703d3beff,interactive file searching using file metadata and visualization,65
10.1109/tvcg.2025.3586202,CounterCrime - Using Counterfactual Explanations to Explore Crime Reduction Scenarios,5d11f15f3a55ac130ce7f465,generating counterfactual and contrastive explanations using shap.,69
10.1109/tvcg.2025.3566558,Hierarchical Fuzzy-Cluster-Aware Grid Layout for Large-Scale Data,60bf41bfe4510cd7c81c34a2,hgc: fast hierarchical clustering for large-scale single-cell data.,69
10.1109/tvcg.2026.3657654,How Scale Breaks “Normalized Stress” and KL Divergence: Rethinking Quality Metrics,53e9ba2db7602d97046384cf,coding gain and tuning for parametrized visual quality metrics.,61
10.1109/tvcg.2025.3630646,EMINDS: Understanding User Behavior Progression for Mental Health Exploration on Social Media,5b8c9eea17c44af36f8b01d5,"understanding behaviors, experiences and perspectives of government social media users",68
10.1109/tvcg.2026.3681983,Exploring MLLMs Perception of Network Visualization Principles,5390b5c620f70186a0f07716,visualization of learning in multilayer perceptron networks using principal component analysis.,71
10.1109/tvcg.2026.3675300,How We Map Possibilities: Understanding Design Spaces for Visualization,6125b69b5244ab9dcb41ce46,understanding data visualization design practice.,69
10.1109/tvcg.2026.3697212,GeoAuthor: Linking Text and Visualization for Geographic Article Authoring,53909a0220f70186a0e20312,spatial ordering and encoding for geographic data mining and visualization,68
10.1109/tvcg.2026.3703433,Homology-Preserving Dimensionality Reduction via Adaptive Mapper and Landmark Isomap,5b67b4b117c44aac1c86693c,homology-preserving dimensionality reduction via manifold landmarking and tearing,78
10.1109/tvcg.2026.3653244,MAGIC: Marching Cubes Isosurface Uncertainty Visualization for Gaussian Uncertain Data With Spatial Correlation,6722e75b01d2a3fbfc94cee7,lgu-slam: learnable gaussian uncertainty matching with deformable correlation sampling for deep visual slam,69
10.1109/tvcg.2025.3574194,ASight: Fine-Tuning Auto-Scheduling Optimizations for Model Deployment via Visual Analytics,64d4658d3fda6d7f06890986,understanding auto-scheduling optimizations for model deployment via   visualizations,77
10.1109/tvcg.2025.3621079,Make the Fastest Faster: Importance Mask Synthesis for Interactive Volume Visualization Using Reconstruction Neural Networks,67aac600ae8580e7ff37041a,make the fastest faster: importance mask for interactive volume visualization using reconstruction neural networks,96
10.1109/tvcg.2026.3697222,RuleScope: Semantic-Aware Authoring of Data Validation Rules,6719875701d2a3fbfc4001db,automated validation of spatial data,65
10.1109/tvcg.2026.3704459,A General Approach to Visualizing Uncertainty in Statistical Graphics,5e63725b91e011ae97a69e37,uofc-bayes: a bayesian approach to visualizing uncertainty in likert scales.,71
10.1109/tvcg.2026.3700620,"Data Visualization for Teenage Teaching: A Review of Current Applications, Pedagogical Strategies, and Impact on Learning",656e0720939a5f408230d4a2,a review of ways and strategies on how to collaborate in information visualization applications,68
10.1109/tvcg.2025.3644956,SigTime: Learning and Visually Explaining Time Series Signatures,5390b0ca20f70186a0ed9c95,visual signatures for financial time series,68
10.1109/tvcg.2026.3657210,Robust Barycenters of Persistence Diagrams,5d270b1b3a55ac3e2533fcba,progressive wasserstein barycenters of persistence diagrams,79
10.1109/tvcg.2025.3554692,Improving Neural Volume Rendering via Learning View-Dependent Integral Approximation,6323e96790e50fcafd8a4086,understanding deep neural function approximation in reinforcement learning via ε-greedy exploration,64
10.1109/tvcg.2025.3640072,Understanding the Research-Practice Gap in Visualization Design Guidelines,6125b69b5244ab9dcb41ce46,understanding data visualization design practice.,74
10.1109/tvcg.2026.3653310,Materializing Inter-Channel Relationships With Multi-Density Woodcock Tracking,5390975920f70186a0dfcf17,localizing and tracking with a reactive multi-agent system.,63
10.1109/tvcg.2026.3666137,"Same Data, Different Audiences: Using Personas to Scope a Supercomputing Job Queue Visualization",5c64ea1ee1cd8e70ce5e4e89,petascale cloud supercomputing for terapixel visualization of a digital twin,64
10.1109/tvcg.2026.3672120,Gaussian Mixture Model-Based Splatting for Rapid Rendering and Time Series Analysis of Large-Scale Particle Data,5ff8848691e011c8326776ae,large-scale retrieval of bayesian machine learning models for time series data via gaussian processes,67
10.1109/tvcg.2026.3676348,Visualization Tasks for Unlabeled Graphs,53e9b5b6b7602d97040fcdfc,tasks for temporal graph visualisation,79
10.1109/tvcg.2026.3663204,Compendia: Automated Visual Storytelling Generation From Online Article Collection,5f8821259fced0a24b0d9a9a,calliope: automatic visual data story generation from a spreadsheet,68
10.1109/tvcg.2026.3663050,Contextualization or Rationalization? The Effect of Causal Priors on Data Visualization Interpretation,57a4e92bac44365e35c9acc4,visualization of constrained data by smooth rational fractal interpolation.,66
10.1109/tvcg.2026.3698734,Hairpin Vortices Extraction in Turbulent Boundary Layer Flows,64dafb293fda6d7f064e2a5b,extract and characterize hairpin vortices in turbulent flows,79
10.1109/tvcg.2025.3596541,"More Like Vis, Less Like Vis: Comparing Interactions for Integrating User Preferences Into Partial Specification Recommenders",5b67b46417c44aac1c861b48,interactive recommendations by combining user-item preferences with linked open data.,64
10.1109/tvcg.2025.3626128,Visual Stenography: Feature Recreation and Preservation in Sketches of Noisy Line Charts,64cc9f0a3fda6d7f06d7f6d2,an online presentation slide assessment system using visual and semantic segmentation features.,64
10.1109/tvcg.2025.3635528,A Neural Field-Based Approach for View Computation & Data Exploration in 3D Urban Environments,539099b320f70186a0e1b7d0,a compensation-based approach for view maintenance in distributed environments,69
10.1109/tvcg.2026.3694000,MAPLE: Self-Supervised Learning-Enhanced Nonlinear Dimensionality Reduction for Visual Analysis,603766b9d3485cfff1daaa06,adaptive local embedding learning for semi-supervised dimensionality reduction,73
10.1109/tvcg.2026.3652905,LAMDA: Aiding Visual Exploration of Atomic Displacements in Molecular Dynamics Simulations,5390b95420f70186a0f2e2ca,mdmap: a system for data-driven layout and exploration of molecular dynamics simulations,74
10.1109/tvcg.2025.3527582,Algorithms for Consistent Dynamic Labeling of Maps With a Time-Slider Interface,5390a8db20f70186a0e9d4fd,algorithms for dynamic spectrum access with learning for cognitive radio,69
10.1109/tvcg.2026.3653892,DAVA: Decoding Art With Visual Analytics Through Feature Modeling and Multi-Agent Collaboration,627e2c115aee126c0f8f2cf1,data analytics and visualization of adaptive collaboration simulations,66
10.1109/tvcg.2026.3656934,A Few-Shot Learning Framework for Time-Varying Scientific Data Generation via Conditional Diffusion Model,671d0a9e01d2a3fbfc75f568,cons2plan: vector floorplan generation from various conditions via a learning framework based on conditional diffusion models,69
10.1109/tvcg.2026.3656952,Generating Coherent Visualization Sequences for Multivariate Data by Causal Graph Traversal,621de28e5aee126c0fab2367,multivariate methods for the integration and visualization of omics data,66
10.1109/tvcg.2026.3689736,Interactive Visual Exploration of Rule-Based Model Logic,599c7b14601a182cd2705f3c,model-based exploration of interactions in the visual cortex.,79
10.1109/tvcg.2026.3689361,Diving Deep Into Time: Temporal Arrangements for Embedded Visualization in Swimming Videos,6426ed4890e50fcafd446d04,designing for visualization in motion: embedding visualizations in swimming videos.,66
10.1109/tvcg.2026.3683429,Geranium: Multimodal Retrieval of Genomics Data Visualizations,5aed14a717c44a443815667f,a survey on multimodal medical data visualization.,71
10.1109/tvcg.2026.3703539,Region-Aware Wasserstein Distances of Persistence Diagrams and Merge Trees,64a78f10d68f896efa01de3e,wasserstein auto-encoders of merge trees (and persistence diagrams),83
10.1109/tvcg.2026.3680840,Trustworthy Deep Learning-Assisted Visualization and Analysis for Distribution-Based Ensemble Scientific Data Summarization,6613d9c513fb2c6cf645e8e1,distribution-based time-varying ensemble scientific data reduction for uncertainty visualization and analysis.,75
10.1109/tvcg.2026.3669148,ChannelExplorer: Exploring Class Separability Through Activation Channel Visualization,53909e7c20f70186a0e2c20f,exploring auction databases through interactive visualization,67
10.1109/tvcg.2026.3676810,Detecting Stable Cross-Impact Patterns in Bivariate Time Series,6786f58eae8580e7ffee869a,time-series anomaly detection based on imputation in the latent space,65
10.1109/tvcg.2025.3627171,Reimagining Disassembly Interfaces With Visualization: Combining Instruction Tracing and Control Flow With DisViz,57d063c3ac44367354290550,predicting confusion in information visualization from eye tracking and interaction data.,63
10.1109/tvcg.2026.3664464,Proportional Aggregation in Hierarchical Data Visualization,5390b7ff20f70186a0f276ad,arctrees: visualizing relations in hierarchical data,75
10.1109/tvcg.2025.3538768,From Requirement to Solution: Unveiling Problem-Driven Design Patterns in Visual Analytics,5390bae520f70186a0f3b1b9,using visual analytics to detect problems in datasets collected from photo-sharing services,64
10.1109/tvcg.2026.3668520,Visibility Optimization for Direct and Indirect Volume Rendering Using Level Set Propagation,6532285d939a5f40825cad70,a transfer function optimization using visual saliency for region of interest-based direct volume rendering,72
10.1109/tvcg.2025.3564866,VIGMA: An Open-Access Framework for Visual Gait and Motion Analytics,573698636e3b12023e7291a1,a visual semantic framework for innovation analytics,72
10.1109/mcg.2025.3583979,The State of Single-Cell Atlas Data Visualization in the Biological Literature,622836d45aee126c0fc0b5c8,ehr star: the state‐of‐the‐art in interactive ehr visualization,70
